Date,Close
12/1/2003,0.644288421
12/2/2003,0.646203578
12/3/2003,0.649519324
12/4/2003,0.645911396
12/5/2003,0.645119667
12/8/2003,0.64720732
12/9/2003,0.648718774
12/10/2003,0.648592532
12/11/2003,0.644994855
12/12/2003,0.648802936
12/15/2003,0.64741683
12/16/2003,0.650618136
12/17/2003,0.648088157
12/18/2003,0.645786285
12/19/2003,0.644205391
12/22/2003,0.641190052
12/23/2003,0.641889751
12/29/2003,0.649814785
12/30/2003,0.654407442
1/2/2004,0.657591879
1/5/2004,0.671095908
1/6/2004,0.670690775
1/7/2004,0.672404528
1/8/2004,0.677690446
1/9/2004,0.680503607
1/12/2004,0.683480322
1/13/2004,0.684978426
1/14/2004,0.683386862
1/15/2004,0.673899889
1/16/2004,0.669612944
1/19/2004,0.653893948
1/20/2004,0.668091953
1/21/2004,0.672585428
1/22/2004,0.677093923
1/23/2004,0.676178277
1/26/2004,0.675812662
1/27/2004,0.678978801
1/28/2004,0.676681519
1/29/2004,0.669792354
1/30/2004,0.670600891
2/2/2004,0.672494948
2/3/2004,0.679994583
2/4/2004,0.682920158
2/5/2004,0.690416992
2/6/2004,0.691515088
2/9/2004,0.696378827
2/10/2004,0.698812008
2/11/2004,0.696912646
2/12/2004,0.6989097
2/13/2004,0.704920352
2/16/2004,0.708014727
2/17/2004,0.707914472
2/18/2004,0.705517113
2/19/2004,0.703383267
2/20/2004,0.687899888
2/23/2004,0.682780325
2/24/2004,0.688705206
2/25/2004,0.691802144
2/26/2004,0.685918093
2/27/2004,0.683620453
3/1/2004,0.689702749
3/2/2004,0.684415877
3/3/2004,0.66229552
3/4/2004,0.669792354
3/5/2004,0.675721347
3/8/2004,0.675903976
3/9/2004,0.680179596
3/10/2004,0.660589218
3/11/2004,0.645494401
3/12/2004,0.643914998
3/15/2004,0.642714858
3/16/2004,0.652315736
3/17/2004,0.65091455
3/18/2004,0.657678425
3/19/2004,0.656598806
3/22/2004,0.661988616
3/23/2004,0.660414755
3/24/2004,0.655179203
3/25/2004,0.648214161
3/26/2004,0.649814785
3/29/2004,0.651084065
3/30/2004,0.657289326
3/31/2004,0.666711092
4/1/2004,0.667512178
4/2/2004,0.659413099
4/5/2004,0.650195062
4/6/2004,0.656383336
4/7/2004,0.661988616
4/8/2004,0.658587992
4/13/2004,0.654578805
4/14/2004,0.634598315
4/15/2004,0.63641572
4/16/2004,0.641889751
4/19/2004,0.644080877
4/20/2004,0.63439697
4/21/2004,0.626409411
4/22/2004,0.624882877
4/23/2004,0.625508189
4/26/2004,0.629485071
4/27/2004,0.629881561
4/28/2004,0.622084022
4/29/2004,0.620116591
4/30/2004,0.624804735
5/3/2004,0.625899732
5/4/2004,0.632991493
5/5/2004,0.636091828
5/6/2004,0.632791281
5/7/2004,0.619310081
5/10/2004,0.603099942
5/11/2004,0.603281856
5/12/2004,0.610910892
5/13/2004,0.602010727
5/14/2004,0.602700114
5/17/2004,0.604997277
5/18/2004,0.600312173
5/19/2004,0.60849458
5/21/2004,0.612407386
5/24/2004,0.608605683
5/25/2004,0.61728394
5/26/2004,0.619386792
5/27/2004,0.633994818
5/28/2004,0.629802227
6/1/2004,0.629405856
6/2/2004,0.623285949
6/3/2004,0.619310081
6/4/2004,0.621118009
6/7/2004,0.630119741
6/8/2004,0.627588809
6/9/2004,0.620001256
6/10/2004,0.635081947
6/11/2004,0.62920779
6/14/2004,0.625
6/15/2004,0.636294246
6/16/2004,0.629683316
6/17/2004,0.624687612
6/18/2004,0.627510011
6/21/2004,0.630199134
6/22/2004,0.627904058
6/23/2004,0.625117242
6/24/2004,0.636902153
6/25/2004,0.636699319
6/28/2004,0.641395688
6/29/2004,0.633111775
6/30/2004,0.634316504
7/1/2004,0.639590621
7/2/2004,0.646997929
7/5/2004,0.649013519
7/6/2004,0.652103066
7/7/2004,0.657116532
7/8/2004,0.657202959
7/9/2004,0.657981336
7/12/2004,0.660589218
7/13/2004,0.656081915
7/14/2004,0.652018011
7/15/2004,0.649899244
7/16/2004,0.658978581
7/19/2004,0.659108877
7/20/2004,0.656900764
7/21/2004,0.637917817
7/22/2004,0.643790603
7/23/2004,0.635202944
7/26/2004,0.637999237
7/27/2004,0.627510011
7/28/2004,0.627785802
7/29/2004,0.634517789
7/30/2004,0.634880364
8/2/2004,0.639304399
8/3/2004,0.644786894
8/4/2004,0.646287084
8/5/2004,0.644205391
8/6/2004,0.654407442
8/9/2004,0.653594792
8/10/2004,0.652315736
8/11/2004,0.652613699
8/12/2004,0.658414543
8/13/2004,0.665380239
8/16/2004,0.664496005
8/17/2004,0.664187074
8/18/2004,0.664098799
8/19/2004,0.671681881
8/20/2004,0.66938889
8/23/2004,0.668583274
8/24/2004,0.648298204
8/25/2004,0.652018011
8/26/2004,0.650787473
8/27/2004,0.655308008
8/30/2004,0.652485967
8/31/2004,0.655995786
9/1/2004,0.656297147
9/2/2004,0.648802936
9/3/2004,0.646788657
9/6/2004,0.648004115
9/7/2004,0.647710323
9/8/2004,0.654707313
9/9/2004,0.651211262
9/10/2004,0.656814456
9/13/2004,0.655995786
9/14/2004,0.66269052
9/15/2004,0.657202959
9/16/2004,0.658978581
9/17/2004,0.660982251
9/20/2004,0.660501957
9/21/2004,0.664187074
9/22/2004,0.66269052
9/23/2004,0.667779684
9/24/2004,0.666977942
9/27/2004,0.667289495
9/28/2004,0.670016766
9/29/2004,0.669612944
9/30/2004,0.676086843
10/1/2004,0.671817243
10/4/2004,0.668985844
10/5/2004,0.67340064
10/6/2004,0.674308836
10/7/2004,0.677185655
10/8/2004,0.682593822
10/11/2004,0.683386862
10/12/2004,0.679394007
10/13/2004,0.677690446
10/14/2004,0.681988657
10/15/2004,0.688895047
10/18/2004,0.68657738
10/19/2004,0.685494959
10/20/2004,0.690512359
10/21/2004,0.695023656
10/22/2004,0.692616701
10/25/2004,0.70219785
10/26/2004,0.697107017
10/27/2004,0.695894182
10/29/2004,0.684322178
11/1/2004,0.683620453
11/2/2004,0.68418175
11/3/2004,0.687805235
11/4/2004,0.692281067
11/5/2004,0.694203377
11/8/2004,0.692808628
11/9/2004,0.694299817
11/10/2004,0.684322178
11/11/2004,0.687899888
11/12/2004,0.692281067
11/15/2004,0.698616743
11/16/2004,0.701213062
11/17/2004,0.709320426
11/18/2004,0.705218613
11/19/2004,0.712199986
11/22/2004,0.710580528
11/23/2004,0.711895764
11/24/2004,0.710378647
11/25/2004,0.716897309
11/26/2004,0.717102885
11/29/2004,0.717205763
11/30/2004,0.714183688
12/1/2004,0.717000067
12/2/2004,0.717000067
12/3/2004,0.719114065
12/6/2004,0.720409155
12/7/2004,0.718597293
12/8/2004,0.705119133
12/9/2004,0.708114982
12/10/2004,0.703977466
12/13/2004,0.70952177
12/14/2004,0.709219873
12/15/2004,0.719217479
12/16/2004,0.709622502
12/17/2004,0.713215888
12/20/2004,0.717514515
12/21/2004,0.711490571
12/22/2004,0.711288154
12/23/2004,0.713114142
12/27/2004,0.721188486
12/28/2004,0.719114065
12/29/2004,0.713419437
12/30/2004,0.717875063
1/3/2005,0.715819657
1/4/2005,0.702592552
1/5/2005,0.702987671
1/6/2005,0.698177755
1/7/2005,0.696621358
1/10/2005,0.695120275
1/11/2005,0.697398722
1/12/2005,0.70691359
1/13/2005,0.704423785
1/14/2005,0.700083971
1/17/2005,0.697495997
1/18/2005,0.697885454
1/19/2005,0.702099323
1/20/2005,0.70472163
1/21/2005,0.712301433
1/24/2005,0.714489818
1/25/2005,0.711085856
1/26/2005,0.717000067
1/27/2005,0.716486335
1/28/2005,0.712707579
1/31/2005,0.712605953
2/1/2005,0.709823966
2/2/2005,0.712707579
2/3/2005,0.709924757
2/4/2005,0.711895764
2/7/2005,0.703878403
2/8/2005,0.7007218
2/9/2005,0.699986041
2/10/2005,0.710681558
2/11/2005,0.714285731
2/14/2005,0.716486335
2/15/2005,0.714387774
2/16/2005,0.713623106
2/17/2005,0.718803942
2/18/2005,0.724690199
2/21/2005,0.72511059
2/22/2005,0.730513573
2/23/2005,0.724480152
2/24/2005,0.719786942
2/25/2005,0.720720708
2/28/2005,0.727590203
3/1/2005,0.72721982
3/2/2005,0.726902664
3/3/2005,0.728491306
3/4/2005,0.735618651
3/7/2005,0.736214399
3/8/2005,0.740521371
3/9/2005,0.735889375
3/10/2005,0.738606989
3/11/2005,0.740192473
3/14/2005,0.737626314
3/15/2005,0.74068588
3/16/2005,0.744823456
3/17/2005,0.743494391
3/18/2005,0.742886901
3/21/2005,0.734807849
3/22/2005,0.739973366
3/23/2005,0.724795282
3/24/2005,0.712707579
3/29/2005,0.710580528
3/30/2005,0.710479558
3/31/2005,0.712504447
4/1/2005,0.711389363
4/4/2005,0.705119133
4/5/2005,0.708415985
4/6/2005,0.711085856
4/7/2005,0.716486335
4/8/2005,0.714898467
4/11/2005,0.721500695
4/12/2005,0.718907237
4/13/2005,0.724322796
4/14/2005,0.721292555
4/15/2005,0.715512276
4/18/2005,0.715000749
4/19/2005,0.724690199
4/20/2005,0.727325618
4/21/2005,0.726480186
4/22/2005,0.732118011
4/25/2005,0.727907956
4/26/2005,0.724375248
4/27/2005,0.721813142
4/28/2005,0.728279054
4/29/2005,0.733675718
5/2/2005,0.72998029
5/3/2005,0.726110935
5/4/2005,0.732493401
5/6/2005,0.732493401
5/9/2005,0.730406821
5/10/2005,0.730887353
5/11/2005,0.731314898
5/12/2005,0.716486335
5/13/2005,0.712605953
5/17/2005,0.710075974
5/18/2005,0.713215888
5/19/2005,0.711693108
5/20/2005,0.708415985
5/23/2005,0.710883617
5/24/2005,0.713012457
5/25/2005,0.714694142
5/26/2005,0.711997151
5/27/2005,0.713521242
5/30/2005,0.712605953
5/31/2005,0.705218613
6/1/2005,0.701902151
6/2/2005,0.700918198
6/3/2005,0.703680217
6/6/2005,0.709421098
6/7/2005,0.714694142
6/8/2005,0.715614676
6/9/2005,0.712809205
6/10/2005,0.706015289
6/13/2005,0.704622328
6/14/2005,0.709320426
6/15/2005,0.713114142
6/16/2005,0.714285731
6/17/2005,0.7173087
6/20/2005,0.71459198
6/21/2005,0.716589093
6/22/2005,0.713775873
6/23/2005,0.70751375
6/24/2005,0.70691359
6/27/2005,0.707714081
6/28/2005,0.702395201
6/29/2005,0.69969213
6/30/2005,0.696912646
7/1/2005,0.683994532
7/4/2005,0.679578662
7/5/2005,0.678380013
7/6/2005,0.672721148
7/7/2005,0.67340064
7/8/2005,0.67340064
7/11/2005,0.678518116
7/12/2005,0.683386862
7/13/2005,0.67340064
7/14/2005,0.675082684
7/15/2005,0.673809052
7/18/2005,0.678518116
7/19/2005,0.673809052
7/20/2005,0.673899889
7/21/2005,0.683386862
7/22/2005,0.68657738
7/25/2005,0.683386862
7/26/2005,0.682687044
7/27/2005,0.680503607
7/28/2005,0.678886592
